_id,numerocontrato,anocontrato,orgaocontratante,objetocontrato,origemcontrato,sequencialcompra,cnpjcontratado,cpfcontratado,razaonomecontratado,logradouroendcontratado,numeroendcontratado,complementoendcontratado,bairroendcontratado,cidadeendcontratado,estadoendcontratado,datainiciovigencia,datafimvigencia,valorcontrato1,valorcontrato2,situacaocontrato
46,5010.6027/2014,2014,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"RECUPERAÇÃO DE PAVIMENTAÇÃO DE RUAS EM PARALELEPÍPEDOS OU DE OUTROS MATERIAIS NÃO ASFÁLTICOS, LOTE IV - RPA 04.",LICITAÇÃO,2181,3330089000142,,CABANA CONSTRUCOES LTDA EPP,RUA MANUEL DE BARROS LIMA,192,"",CAMPO GRANDE,RECIFE,PE,2014-05-01T00:00:00,2015-10-28T00:00:00,2010000.0,2010000.0,ENCERRADO
47,5010.6031/2014,2014,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE RECUPERAÇÃO DA REDE DE DRENAGEM DA RUA VISCONDE DE SÃO LEOPOLDO - CIDADE UNIVERSITÁRIA, CONFORME ESPECIFICAÇÕES DO PROJETO BÁSICO ANEXO AO EDITAL.",LICITAÇÃO,2216,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2014-04-28T00:00:00,2015-02-22T00:00:00,1829999.7,1829999.7,ENCERRADO
48,5010.6035/2014,2014,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"SERVIÇOS DE RECUPERAÇÃO DE PASSARELAS EM DIVERSOS LOCAIS DO RECIFE, CONFORME ESPECIFICAÇÕES DO PROJETO BÁSICO ANEXO AO EDITAL.",LICITAÇÃO,2459,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2014-06-18T00:00:00,2015-12-15T00:00:00,1569965.9,1569965.9,ENCERRADO
49,5010.6045/2014,2014,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"IMPLANTAÇÃO DE SERPENTE DO PARQUE DAS ESCULTURAS FRANCISCO BRENNAND, CONFORME ESPECIFICAÇÕES DO PROJETO BÁSICO ANEXO AO EDITAL.",LICITAÇÃO,3686,10811370000162,,GUERRA CONSTRUCOES LTDA,RUA PROFESSOR SILVIO RABELO,550,"",CANDEIAS,JABOATAO DOS GUARARAPES,PE,2014-11-14T00:00:00,2015-07-12T00:00:00,294999.96,294999.96,ENCERRADO
50,5010.6054/2013,2014,EMLURB - AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA,"RECUPERAÇÃO DE PRAÇAS LOCALIZADAS EM DIVERSAS RPA'S. LOTE 01 - RPA'S 01,02,03 E 04.",LICITAÇÃO,1116,40884405000154,,LOQUIPE  LOCACAO DE EQUIPAMENTOS E MAO DE OBRA LTDA,RUA MAJOR QUINTEIRO,89,"",CORDEIRO,RECIFE,PE,2014-01-23T00:00:00,2016-03-23T00:00:00,5761652.99,5761652.99,ENCERRADO
51,4501.0002/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO PARA PRESTAÇÃO DE SERVIÇOS ADVOCATÍCIOS, NO CONTENCIOSO TRABALHISTA, NA ESFERA DA JUSTIÇA DO TRABALHO, À DEFESA DA EMPREL.",LICITAÇÃO,1880,4765911000160,,COSTA PINTO & CORREA ADVOGADOS,RUA TABIRA,193,"",BOA VISTA,RECIFE,PE,2014-01-07T00:00:00,2015-03-07T00:00:00,43200.0,43200.0,CADASTRADO
52,4501.0003/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO MOBILIÁRIO PARA ESCRITÓRIO.,SARP,1883,366257000161,,CADERODE MOVEIS PARA ESCRITORIO LTDA,ROD VRS 814,300,"KM 0,3",DISTRITO,FLORES DA CUNHA,RS,2014-01-24T00:00:00,2014-06-23T00:00:00,39206.2,39206.2,CADASTRADO
53,4501.0004/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇO DE IMPLEMENTAÇÃO,CONFIGURAÇÃO E SUPORTE AO AMBIENTE DE BANCOS DE DADOS ORACLE ENTERPRISE EDITION,OPTIONS DE BANCO DE DADOS EORACLE",SARP,2524,2606231000179,,G3 COMERCIO E SISTEMAS LTDA,RUA IRMA MARIA DAVID,99,"",CASA FORTE,RECIFE,PE,2014-04-09T00:00:00,2015-06-07T00:00:00,64000.0,64000.0,CADASTRADO
54,4501.0006/2013,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE ÁGUA MINERAL,SARP,427,5890335000146,,CRISTIANE DIAS DE ARAUJO  EPP,RUA DOUTOR LISBAO COUTINHO,100,"",PEIXINHOS,OLINDA,PE,2013-05-20T00:00:00,2014-07-18T00:00:00,7884.0,7884.0,CADASTRADO
55,4501.0006/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"LOCAÇÃO DE 06(SEIS) VAGAS DE ESTACIONAMENTO E A AGUARDA DOS VEÍCULOS  DE PEQUENO PORTE,DE PROPRIEDADE DOS FUNCIONÁRIOS DA EMPREL, QUE ESTARÃO A SERVIÇO NO PORTO DIGITAL.",COMPRA DIRETA,2455,4222050000174,,NOGUEIRA E BERGAMASCHI LTDA,RUA DONA MARIA VIEIRA,108,"",ILHA DO RETIRO,RECIFE,PE,2014-04-02T00:00:00,2015-09-28T00:00:00,10800.0,10800.0,CADASTRADO
56,4501.0007/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE EQUIPAMENTO DE INFORMÁTICA COM SERVIÇOS DE INSTALAÇÃO E CONFIGURAÇÃO DESTINADOS A ATENDER A DATA CENTER EMPREL,SARP,2315,63270797000167,,PRODUS PRODUTOS E SOLUÇÕES PARA INFORMATICA LTDA,AVENIDA ANITA GARIBALDI,1815,CME BL A SL 401A405,ONDINA,SALVADOR,BA,2014-03-25T00:00:00,2014-06-23T00:00:00,409388.61,409388.61,CADASTRADO
57,4501.0010/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE CONDICIONADORES DE AR PARA ATENDER O BLOCO D.,SARP,2520,1438080000124,,EDNILSON PINHO DE MIRANDA,RUA FRANCISCO JACINTO,114,"",SANTO AMARO,RECIFE,PE,2014-04-09T00:00:00,2017-06-07T00:00:00,22688.3,22688.3,CADASTRADO
58,4501.0011/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,INSTALAÇÃO DOS CONDICIONADORES DE AR ADQUIRIDOS ATRAVÉS DE EDNILSON PINHO DE MIRANDA. ATA DE REGISTRO DE PREÇOS Nº 006/2013.,SARP,2521,24340135000164,,CICLAR CICLO DE AR ASSISTENCIA TECNICA LTDA EPP,RUA ALEXANDRE DE GUSMAO,14,"",CORDEIRO,RECIFE,PE,2014-04-09T00:00:00,2014-09-06T00:00:00,6106.0,6106.0,CADASTRADO
59,4501.0012/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇO DE DESINSETIZAÇÃO,DESRATIZAÇÃO E DESCUPINAÇÃO",COMPRA DIRETA,2800,7730838000180,,LIDER SAUDE AMBIENTAL LTDA,RUA CLAUDINO DOS SANTOS,24,"",AFOGADOS,RECIFE,PE,2014-05-22T00:00:00,2015-11-17T00:00:00,3084.0,3084.0,CADASTRADO
60,4501.0013/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"PRESTAÇÃO DE SERVIÇOS DE CONSULTORIA DE AVALIAÇÃO DE AMBIENTE DE TRABALHO,MEDIANTE A APLICAÇÃO DE MÉTODO E TECNOLOGIA PRÓPRIOS,CRIADOS E DESENVOLVIDOS POR ELA OU DE PROPRIEDADE DO GREAT PLACE TO WORK",COMPRA DIRETA,2625,47827415000105,,SAD CONSULTORIA LTDA,AVENIDA BRIGADEIRO FARIA LIMA,201,ANDAR 8,PINHEIROS,SAO PAULO,SP,2014-04-30T00:00:00,2014-12-29T00:00:00,11932.12,11932.12,CADASTRADO
61,4501.0014/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,MANUTENÇÃO DE  ENLACE ÓPTICO DA REDE SECUNDÁRIA(ESTRUTURA COM CABOS DE 12 FIBRAS ÓPTICAS)COM FORNECIMENTO DOS  MATERIAIS.,SARP,2779,40873234000168,,ZERO UM INFORMATICA ENGENHARIA E REPRESENTACOES LTDA,RUA MANOEL CAETANO,103,APT 02,DERBY,RECIFE,PE,2014-05-21T00:00:00,2015-10-17T00:00:00,43740.0,43740.0,CADASTRADO
62,4501.0015/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇOS DE INSTALAÇÃO E CERTIFICAÇÃO DE INFRAESTRUTURA DE FIBRAS ÓPTICAS AÉREAS E SUBTERRÂNEAS, EM TRAVESSIA NÃO DESTRUTIVA,COM INCLUSÃO DE MATERIAIS.",SARP,2801,40873234000168,,ZERO UM INFORMATICA ENGENHARIA E REPRESENTACOES LTDA,RUA MANOEL CAETANO,103,APT 02,DERBY,RECIFE,PE,2014-05-22T00:00:00,2015-04-09T00:00:00,6745.53,6745.53,CADASTRADO
63,4501.0016/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MINISTRAR TREINAMENTOS NO SOFTWARE LIVRE DRUPAL, DA CATEGORIA DE SISTEMAS DE GERENCIAMENTO DE CONTEÚDO PARA O AMBIENTE DA INTERNET/INTRANET, NA VERSÃO 7.25 OU SUPERIOR.",LICITAÇÃO,2263,7692770000191,,ITELIOS DO BRASIL INFORMATICA LTDA EPP,RUA HADDOCK LOBO,347,12º ANDAR CONJ; 122,CERQUEIRA CESAR,SAO PAULO,SP,2014-04-29T00:00:00,2014-08-27T00:00:00,47820.0,47820.0,CADASTRADO
64,4501.0017/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (ÁGUA MINERAL EM GARRAFÕES).,SARP,2312,5890335000146,,CRISTIANE DIAS DE ARAUJO  EPP,RUA DOUTOR LISBAO COUTINHO,100,"",PEIXINHOS,OLINDA,PE,2014-05-20T00:00:00,2015-11-15T00:00:00,11700.0,11700.0,CADASTRADO
65,4501.0019/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE LÂMINA IBM HS23,SARP,3010,7880897000134,,SUPORTE INFORMATICA SOLUCOES LTDA,AVENIDA JOAO DE BARROS,1261,SALA 02,ESPINHEIRO,RECIFE,PE,2014-06-16T00:00:00,2015-02-21T00:00:00,98112.0,98112.0,CADASTRADO
66,4501.0020/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇOS PROFISSIONAIS MUSICAIS DE UM REGENE,COMPRA DIRETA,3090,18321731000102,,REGILENE DE SOUSA LIMA - 690335953-20,RUA AMBROSIO MACHADO,210,CASA 15,CORDEIRO,RECIFE,PE,2014-07-03T00:00:00,2015-07-29T00:00:00,15680.0,15680.0,CADASTRADO
67,4501.0021/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,CONTRATAÇÃO DE AGENCIAMENTO DE TRANSPORTE AÉREO NACIONAL E INTERNACIONAL.,INEXIGIBILIDADE,3055,9480880000115,,BRASLUSO TURISMO LTDA EPP,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,1486,LOJA 05,BOA VIAGEM,RECIFE,PE,2014-07-18T00:00:00,2016-01-13T00:00:00,76000.0,76000.0,CADASTRADO
68,4501.0022/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO SERVIÇOS DE PLANOS PRIVADOS DE ASSISTÊNCIA À SAÚDE.,LICITAÇÃO,1849,11214624000128,,UNIMED RECIFE COOPERATIVA DE TRABALHO MEDICO,AVENIDA LINS PETIT,140,"",BOA VISTA,RECIFE,PE,2014-08-01T00:00:00,2016-01-27T00:00:00,3809500.92,3809500.92,CADASTRADO
69,4501.0023/2013,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,CONTRATAÇÃO DE CONSULTORIA ESPECIALIZADA EM IMPLANTAÇÃO DE MELHORIA DE PROCESSOS DE DESENVOLVIMENTO DE SOFTWARE,LICITAÇÃO,904,5808812000181,,SWQUALITY CONSULTORIA E SISTEMAS LTDA,RUA PIRATININGA,808,SALA 01,ZONA 01,MARINGA,PR,2013-11-05T00:00:00,2015-07-04T00:00:00,320250.0,320250.0,CADASTRADO
70,4501.0023/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE LÂMINAS IBM H23,SARP,3150,7880897000134,,SUPORTE INFORMATICA SOLUCOES LTDA,AVENIDA JOAO DE BARROS,1261,SALA 02,ESPINHEIRO,RECIFE,PE,2014-07-15T00:00:00,2015-02-25T00:00:00,98112.0,98112.0,CADASTRADO
71,4501.0025/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE LÂMINA IBM HS23,SARP,3306,7880897000134,,SUPORTE INFORMATICA SOLUCOES LTDA,AVENIDA JOAO DE BARROS,1261,SALA 02,ESPINHEIRO,RECIFE,PE,2014-08-04T00:00:00,2015-03-17T00:00:00,49056.0,49056.0,CADASTRADO
72,4501.0026/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS PROFISSIONAIS DE ADVOCACIA E CONSULTORIA, NAS ÁREAS DE DIREITO TRIBUTÁRIO, PROPRIEDADE INTELECTUAL  E DA TECNOLOGIA DA INFORMAÇÃO",INEXIGIBILIDADE,3209,1902835000108,,URBANO VITALINO ADVOGADOS,AVENIDA DE VISCONDE SUASSUNA,639,"",SANTO AMARO,RECIFE,PE,2014-08-15T00:00:00,2016-02-10T00:00:00,204000.0,204000.0,CADASTRADO
73,4501.0027/2013,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÕES EVENTUAIS DE GÊNEROS ALIMENTÍCIOS (AÇÚCAR),SARP,1550,10648787000156,,CAVALCANTE DISTRIBUIDORA LTDA ME,RUA AMALIA,100,"",CORDEIRO,RECIFE,PE,2013-11-21T00:00:00,2014-10-20T00:00:00,4005.0,4005.0,CADASTRADO
74,4501.0027/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇOS DE INSTALAÇÃO,MANUTENÇÃO E CERTIFICAÇÃO DE INFRAESTRUTURA DE FIBRAS ÓTICAS AÉREAS E SUBTERRÂNEAS EM TRAVESSIA NÃO DESTRUTTIVA.",SARP,3416,40873234000168,,ZERO UM INFORMATICA ENGENHARIA E REPRESENTACOES LTDA,RUA MANOEL CAETANO,103,APT 02,DERBY,RECIFE,PE,2014-08-21T00:00:00,2017-02-16T00:00:00,534985.12,534985.12,CADASTRADO
75,4501.0028/2013,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÕES EVENTUAIS DE GÊNEROS ALIMENTÍCIOS (CAFÉ),SARP,1509,429972000104,,MATMALAP REPRESENTACAO COMERCIO E IMPORTACAO EXPORTACAO LTDA,RUA MONTEVIDEU,1297,LOJA K,PENHA,RIO DE JANEIRO,RJ,2013-11-18T00:00:00,2015-01-16T00:00:00,8000.0,8000.0,CADASTRADO
76,4501.0028/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"AQUISIÇÃO DE EQUIPAMENTO DE REDE E COMUNICAÇÃO SWITCH DE ACESSO  DE ACESSO L2 E TRANCEIVER,INTERFACE ÓTICO MINIGBIC",SARP,3440,70064316000122,,ARPSIST  SERVICOS DE ENGENHARIA LTDA,RUA BRUNO VELOSO,603,"SL 401,402 E 403",BOA VIAGEM,RECIFE,PE,2014-08-27T00:00:00,2015-04-09T00:00:00,4616.0,4616.0,CADASTRADO
77,4501.0029/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇO DE FUSÕES ÓTICA,SARP,3441,40873234000168,,ZERO UM INFORMATICA ENGENHARIA E REPRESENTACOES LTDA,RUA MANOEL CAETANO,103,APT 02,DERBY,RECIFE,PE,2014-08-25T00:00:00,2015-03-23T00:00:00,254.28,254.28,CADASTRADO
78,4501.0030/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"PRESTAÇÃO DE SERVIÇOS DE 03(TRÊS)POSTOS DE 24(VINTE E QUATRO)HORAS DIÁRIAS, DE VIGILÂNCIA ARMADA E 01(UM)ENCARREGADO DE VIGILÂNCIA((DESARMADO)08 HORAS DIÁRIAS,DE SEGUNDA A SEXTA NA SEDE DA EMPREL.",DISPENSA,3442,11808559000169,,INTELIGENCIA SEGURANCA PRIVADA LTDA. EPP,AVENIDA PROFESSOR ANDRADE BEZERRA,1345,"",SALGADINHO,OLINDA,PE,2014-09-01T00:00:00,2015-07-28T00:00:00,241321.92,241321.92,CADASTRADO
79,4501.0031/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE MOBILIÁRIOS,SARP,3304,80170897000130,,TECNOFLEX INDUSTRIA E COMERCIO DO MOBILIARIO LTDA,RUA JOSÉ RODIGUES FORTES,264,"",JARDIM PATRÍCIA,QUATRO BARRAS,PR,2014-09-11T00:00:00,2015-03-25T00:00:00,151436.0,151436.0,CADASTRADO
80,4501.0032/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE EQUIPAMENTOS PARA ATENDER A CI N° 15/2014,SARP,3614,2213325000188,,PLUGNET COMERCIO E REPRESENTACOES LTDA,RUA GENERAL ABREU E LIMA,222,"",TAMARINEIRA,RECIFE,PE,2014-09-17T00:00:00,2015-04-30T00:00:00,29900.0,29900.0,CADASTRADO
81,4501.0033/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,PRESTAÇÃO DE SERVIÇO DE SUPORTE E ATUALIZAÇÃO DE VERSÃO PARA LICENÇA DE USO QLIK VIEW POR 24 MESES.,SARP,3190,6984836000154,,INTELIGENCIA DE NEGOCIOS SISTEMAS E INFORMATICA LTDA,AVENIDA QUEIROZ FILHO,1700,SL708,VILA HAMBURGUESA,SAO PAULO,SP,2014-09-11T00:00:00,2015-09-10T00:00:00,48356.4,48356.4,CADASTRADO
82,4501.0034/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA OS SERVIÇOS DE MANUTENÇÃO PREDIAL NOS BLOCOS A, D E F, NA SEDE DA EMPREL.",LICITAÇÃO,3342,1206756000154,,KC ENGENHARIA EIRELI,AVENIDA PRESIDENTE KENNEDY,6461,LOJA B,CANDEIAS,JABOATAO DOS GUARARAPES,PE,2014-09-15T00:00:00,2015-05-13T00:00:00,95200.0,95200.0,CADASTRADO
83,4501.0036/2013,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇO DE GERENCIAMENTO DO ABASTECIMENTO DE COMBUSTÍVEIS DA FROTA DE VEÍCULOS,ENVOLVENDO A IMPLANTAÇÃO E OPERAÇÃO DE SISTEMA INFORMATIZADO, VIA INTERNET, DE GESTÃO DE FROTA COM A AQUISIÇÃO.",SARP,1757,8201104000176,,PETROCARD ADMINISTRADORA DE CREDITO LTDA,RUA SENADOR JOSE HENRIQUE,224,ED. ALF. NOBEL 2203,ILHA DO LEITE,RECIFE,PE,2014-12-31T00:00:00,2016-02-28T00:00:00,115392.0,115392.0,CADASTRADO
84,4501.0036/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇOS DE ATENDIMENTO E SUPORTE AOS USUÁRIOS DOS SISTEMAS DE INFORMAÇÃO QUE APOIAM AS ATIVIDADES DA EMPREL,SARP,3520,58069360000120,,STEFANINI CONSULTORIA E ASSESSORIA EM INFORMATICA S. A.,AVENIDA JAGUARY,164,"",CENTRO,JAGUARIUNA,SP,2014-09-17T00:00:00,2015-06-14T00:00:00,166053.22,166053.22,CADASTRADO
85,4501.0037/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MIGRAÇÃO DE SISTEMAS COBOL, CICS, EASYTRIEVE, ASSEMBLER, JCL E OPCA, COMPREENDENDO A CONSULTORIA, CONFIGURAÇÃO, TREINAMENTO E SUPORTE TÉCNICO PARA OS PRODUTOS CRIADOS NAS PLATAFORMAS ALTA E BAIXA.",LICITAÇÃO,3333,1269793000101,,SOFTMAKER LTDA - ME,RUA 10 DE NOVEMBRO,520,BOX 18,PARQUE DOS EUCALIPTOS,MORENO,PE,2014-09-23T00:00:00,2017-03-22T00:00:00,481240.0,481240.0,CADASTRADO
86,4501.0038/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"SERVIÇO ON SITE,SUPPORT PLUS 24, 3 ANOS.",SARP,3598,70064316000122,,ARPSIST  SERVICOS DE ENGENHARIA LTDA,RUA BRUNO VELOSO,603,"SL 401,402 E 403",BOA VIAGEM,RECIFE,PE,2014-09-26T00:00:00,2018-03-24T00:00:00,84000.0,84000.0,CADASTRADO
87,4501.0039/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE UMA SOLUÇÃO DE VIRTUALIZAÇÃO DOS BACKUPS DA PLATAFORMA MAINFRAME, INCLUINDO OS SERVIÇOS DE INSTALAÇÃO FÍSICA, CONFIGURAÇÃO, IMPLANTAÇÃO LÓGICA, MANUTENÇÃO TÉCNICA, MÃO DE OBRA ESPECIALIZADA, SUBSTITUIÇÃO DE PEÇAS NECESSÁRIAS E TREINAMENTO OPERACIONAL NA SOLUÇÃO.",LICITAÇÃO,3518,59916395000110,,KLADANN INFORMATICA COMERCIO E SERVICOS LTDA.,RUA JOAQUIM GUARANI,234,"",JARDIM DAS ACACIAS,SAO PAULO,SP,2014-09-30T00:00:00,2015-09-29T00:00:00,186240.0,186240.0,CADASTRADO
88,4501.0040/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,CONTRATAÇÃO DE SEGURADORA PARA PRESTAÇÃO DE SERVIÇOS DE SEGURO DE VIDA EM GRUPO EM ATENDIMENTO À CLÁUSULA 19 DO ACORDO COLETIVO.,DISPENSA,3689,3502099000118,,ACE SEGURADORA S.A.,AVENIDA PAULISTA,1294,17 E 18 ANDAR,BELA VISTA,SAO PAULO,SP,2014-10-02T00:00:00,2015-09-27T00:00:00,23400.0,23400.0,CADASTRADO
89,4501.0041/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,SERVIÇOS DE INFRAESTRUTURA PARA RECEBIMENTO DO LINK ÓTICO,SARP,3735,40873234000168,,ZERO UM INFORMATICA ENGENHARIA E REPRESENTACOES LTDA,RUA MANOEL CAETANO,103,APT 02,DERBY,RECIFE,PE,2014-10-09T00:00:00,2016-10-08T00:00:00,5302.08,5302.08,CADASTRADO
90,4501.0042/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE EQUIPAMENTOS DE ATIVOS DE REDES,SARP,3736,70064316000122,,ARPSIST  SERVICOS DE ENGENHARIA LTDA,RUA BRUNO VELOSO,603,"SL 401,402 E 403",BOA VIAGEM,RECIFE,PE,2014-10-09T00:00:00,2020-04-05T00:00:00,22702.0,22702.0,CADASTRADO
91,4501.0043/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM MANUTENÇÃO DE EQUIPAMENTOS DE REFRIGERAÇÃO TIPO CENTRAL DE AR CONDICIONADO, COM COBERTURA DE TODAS AS PEÇAS, INCLUINDO CARGA DE GÁS E SUBSTITUIÇÃO DE FILTROS, COM ATENDIMENTO EMERGENCIAL 24H POR DIA, 7 DIAS POR SEMANA.",LICITAÇÃO,3661,24340135000164,,CICLAR CICLO DE AR ASSISTENCIA TECNICA LTDA EPP,RUA ALEXANDRE DE GUSMAO,14,"",CORDEIRO,RECIFE,PE,2014-10-16T00:00:00,2015-10-16T00:00:00,59580.0,59580.0,CADASTRADO
92,4501.0044/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE EQUIPAMENTO DE INFORMÁTICA.,SARP,3330,5333907000196,,IT-ONE TECNOLOGIA DA INFORMACAO S/A,RUA ALBERTO CINTRA,161,"",UNIAO,BELO HORIZONTE,MG,2014-10-22T00:00:00,2017-10-21T00:00:00,185690.0,185690.0,CADASTRADO
93,4501.0045/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,"CONTRATAÇÃO DE PESSOA JURÍDICA, ESPECIALIZADA NO RAMO DE SEGUROS, ATUANTE EM PERNAMBUCO, PARA SEGURAR A FROTA DA EMPREL, COMPOSTA DE 09 (NOVE) VEÍCULOS.",LICITAÇÃO,3691,61074175000138,,MAPFRE SEGUROS GERAIS SA,AVENIDA DAS  NACOES UNIDAS,11711,21º ANDAR,BROOKLIN PAULISTA,SAO PAULO,SP,2014-10-27T00:00:00,2015-10-26T00:00:00,6800.0,6800.0,CADASTRADO
94,4501.0046/2014,2014,EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL,AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA,SARP,3884,84817733000103,,SAFESYSTEM INFORMATICA S/A,RUA PADRE ANCHIETA,247,"",MERCES,CURITIBA,PR,2014-11-11T00:00:00,2014-12-26T00:00:00,10140.0,10140.0,CADASTRADO
95,1601.0166/2014,2014,GABINETE DE COMUNICAÇÃO,"CONTRATAR  (COPEIRO) DIARISTA, PERFAZENDO 44(QUARENTA E QUATRO) HORAS SEMANAIS",SARP,2597,2633574000122,,PERNAMBUCO CONSERVADORA EIRELI,RUA JACIRA,198,"",AFOGADOS,RECIFE,PE,2014-05-20T00:00:00,2015-11-15T00:00:00,22073.28,22073.28,CADASTRADO
96,3601.0117/2014,2014,GABINETE DE IMPRENSA,"CREDENCIAMENTO PARA FORNECIMENTO DE PASSAGENS AÉREAS, DO QUAL RESULTOU CREDENCIADA A EMPRESA BRASULO TURISMO LTDA.",INEXIGIBILIDADE,3157,9480880000115,,BRASLUSO TURISMO LTDA EPP,AVENIDA ENGENHEIRO DOMINGOS FERREIRA,1486,LOJA 05,BOA VIAGEM,RECIFE,PE,2014-07-23T00:00:00,2015-07-23T00:00:00,50000.0,50000.0,CADASTRADO
97,3601.0177/2013,2014,GABINETE DE IMPRENSA,"CONTRATAÇÃO DE SERVIÇO LOCAÇÃO DE VEÍCULOS DIVERSOS DE USO ADMINISTRATIVO  SEM CONDUTOR E SEM COMBUSTÍVEL, PARA ATENDER ÀS NECESSIDADES DA SECRETARIA DE IMPRENSA",SARP,934,329696000102,,LOCADORA DE VEICULOS CAXANGA LTDA,TRAVESSA RIBEIRO ROMA,100,FUNDOS,ZUMBI,RECIFE,PE,2014-08-19T00:00:00,2015-10-17T00:00:00,57974.4,57974.4,CADASTRADO
